,Timestamp,Eixo X,Eixo Y,Eixo Z
0,2060.700647354126,-0.490967,0.164062,1.359619
1,2060.719876766205,0.060791,-0.391846,0.936279
2,2060.719876766205,0.123291,-0.309570,1.142578
3,2060.735499858856,-0.035156,0.308838,1.366455
4,2060.735499858856,0.027100,-0.476562,0.740479
5,2060.735499858856,0.103027,0.324219,1.192871
6,2060.751153230667,0.542725,0.093262,1.089355
7,2060.751153230667,-0.165771,-0.229248,1.444336
8,2060.751153230667,-0.398193,0.249268,1.232422
9,2060.751153230667,0.371338,-0.380859,1.187988
10,2060.751153230667,-0.143799,0.104248,1.208740
11,2060.751153230667,-0.166748,0.091064,1.780762
12,2060.76678109169,0.181152,-0.330078,0.690186
13,2060.76678109169,0.168213,0.813721,1.033203
14,2060.76678109169,0.321533,-0.035889,1.145020
15,2060.76678109169,-0.467041,-0.078369,1.331299
16,2060.76678109169,0.038330,0.494629,1.059082
17,2060.76678109169,0.337646,-0.321289,0.973389
18,2060.76678109169,-0.500244,0.375977,1.278076
19,2060.7824008464813,0.214111,-0.373779,0.977295
20,2060.7824008464813,0.474609,-0.560303,1.005859
21,2060.7824008464813,0.069336,0.342529,0.574463
22,2060.7824008464813,0.109863,-0.156006,1.026855
23,2060.7824008464813,-0.245850,-0.083496,1.029785
24,2060.7824008464813,0.265381,0.490479,0.698486
25,2060.798021554947,0.025146,-0.600830,0.906738
26,2060.798021554947,-0.454346,0.564697,0.620850
27,2060.798021554947,0.576904,-0.585449,0.509277
28,2060.798021554947,0.365234,-0.544434,1.365234
29,2060.798021554947,0.026123,-0.168945,1.167236
30,2060.798021554947,0.260498,-0.160400,0.627686
31,2060.813602924347,-0.010498,0.230957,1.322754
32,2060.813602924347,-0.107910,0.406982,1.276611
33,2060.813602924347,-0.295898,-0.391113,1.362061
34,2060.813602924347,-0.226318,1.285156,-0.092529
35,2060.813602924347,0.593994,-0.469238,1.005859
36,2060.813602924347,-0.205078,0.181885,1.253174
37,2060.813602924347,0.253174,0.007812,1.279785
38,2060.8292243480682,0.343018,-0.010986,1.129883
39,2060.8292243480682,-0.321045,0.517578,1.110352
40,2060.8292243480682,-0.107422,-0.027588,0.504883
41,2060.8292243480682,-0.051514,-0.456299,1.174316
42,2060.8292243480682,0.147461,0.373291,0.791016
43,2060.8292243480682,0.216797,-0.454102,0.998535
44,2060.8448452949524,-0.240234,0.474609,1.009277
45,2060.8475692272186,0.564941,0.096436,0.802002
46,2060.8475692272186,0.131836,-0.203857,1.272705
47,2060.8475692272186,-0.463135,0.266113,1.655762
48,2060.8475692272186,0.043213,-0.397461,1.193115
49,2060.855571269989,0.018311,0.181152,1.222900
50,2060.855571269989,0.130371,0.140137,1.352051
51,2060.855571269989,-0.088379,-0.519531,1.059570
52,2060.863572359085,0.028076,0.774658,0.560059
53,2060.863572359085,0.610840,0.031982,1.123047
54,2060.863572359085,-0.329834,-0.186035,1.444092
55,2060.871572494507,-0.234375,-0.113037,1.202881
56,2060.871572494507,0.463135,-0.706055,0.389648
57,2060.879570245743,-0.036865,0.109619,1.425293
58,2060.879570245743,-0.014893,-0.588135,1.217529
