,Timestamp,Eixo X,Eixo Y,Eixo Z
0,43.58311653137207,-0.056885,-0.823486,0.645020
1,43.5871057510376,-0.047363,-0.796631,0.648926
2,43.59508562088013,-0.056885,-0.792236,0.649658
3,43.60107064247131,-0.053223,-0.801025,0.648193
4,43.60705327987671,-0.054199,-0.808594,0.645752
5,43.611043214797974,-0.063965,-0.811279,0.658936
6,43.61704206466675,-0.050293,-0.813721,0.661133
7,43.62296962738037,-0.058838,-0.812256,0.653809
8,43.62895631790161,-0.054443,-0.805420,0.666260
9,43.634942293167114,-0.056641,-0.812256,0.673828
10,43.64092683792114,-0.060059,-0.799561,0.659668
11,43.65189814567566,-0.046387,-0.783203,0.658691
12,43.65588593482971,-0.048584,-0.806152,0.659424
13,43.66087508201599,-0.047363,-0.814209,0.649902
14,43.66486382484436,-0.063965,-0.812256,0.659180
15,43.6708447933197,-0.050781,-0.799072,0.656250
16,43.680819034576416,-0.049805,-0.789551,0.659424
17,43.68680286407471,-0.049316,-0.804199,0.665039
18,43.71197485923767,-0.052246,-0.803467,0.652588
19,43.727604150772095,-0.053955,-0.809326,0.632080
20,43.746034145355225,-0.056396,-0.796143,0.650146
21,43.753047466278076,-0.048828,-0.801514,0.655762
22,43.75700116157532,-0.050049,-0.813965,0.645752
23,43.76102638244629,-0.058105,-0.824951,0.642822
24,43.76398205757141,-0.048584,-0.809082,0.668701
25,43.7669734954834,-0.049561,-0.812012,0.655273
26,43.76896810531616,-0.055176,-0.804932,0.641357
27,43.770962715148926,-0.062744,-0.800537,0.648926
28,43.77395486831665,-0.039795,-0.800049,0.659668
29,43.77694654464722,-0.052002,-0.805664,0.659424
30,43.77998161315918,-0.060791,-0.805176,0.646240
31,43.78197693824768,-0.048340,-0.808350,0.651855
32,43.78496813774109,-0.045410,-0.793213,0.634766
33,43.78696131706238,-0.049316,-0.805176,0.642822
34,43.79349064826965,-0.046143,-0.815430,0.644775
35,43.795592069625854,-0.046631,-0.809570,0.656738
36,43.795592069625854,-0.053711,-0.807373,0.651367
37,43.795592069625854,-0.053223,-0.797852,0.649414
38,43.811251163482666,-0.045898,-0.827393,0.643799
39,43.811251163482666,-0.051025,-0.792725,0.643555
40,43.811251163482666,-0.052002,-0.791748,0.641357
41,43.82687449455261,-0.072266,-0.812988,0.664795
42,43.82687449455261,-0.056885,-0.799316,0.648926
43,43.82687449455261,-0.056885,-0.812256,0.642578
44,43.845016956329346,-0.041260,-0.798828,0.640869
45,43.85713338851929,-0.045898,-0.805420,0.661133
46,43.86411261558533,-0.059326,-0.796875,0.653076
47,43.86809992790222,-0.050049,-0.793701,0.633789
48,43.87109184265137,-0.051025,-0.803467,0.645264
49,43.875081300735474,-0.056152,-0.806641,0.643066
50,43.8944730758667,-0.049805,-0.800049,0.638916
51,43.8944730758667,-0.051025,-0.805664,0.645020
52,43.910072326660156,-0.055908,-0.812500,0.645020
53,43.910072326660156,-0.055664,-0.793701,0.653320
54,43.910072326660156,-0.051270,-0.801025,0.645996
55,43.92568874359131,-0.054932,-0.808105,0.655273
56,43.92568874359131,-0.050781,-0.795166,0.640869
57,43.92568874359131,-0.053223,-0.805176,0.650391
58,43.92568874359131,-0.041260,-0.799072,0.655762
59,43.92568874359131,-0.056396,-0.812012,0.636230
60,43.92568874359131,-0.056641,-0.815918,0.636719
61,43.947054624557495,-0.056885,-0.800781,0.635742
62,43.95482587814331,-0.042969,-0.800049,0.642090
63,43.96185636520386,-0.040039,-0.808594,0.632324
64,43.966800928115845,-0.051514,-0.806396,0.635010
65,43.97079396247864,-0.056152,-0.792480,0.637207
66,43.97555494308472,-0.062012,-0.809326,0.637451
67,43.97979950904846,-0.055176,-0.810303,0.632812
68,43.97979950904846,-0.046387,-0.815430,0.631348
69,43.995444774627686,-0.049072,-0.807373,0.641357
