,Timestamp,Eixo X,Eixo Y,Eixo Z
0,372.5406172275543,0.015869,-0.120605,1.079346
1,372.54861092567444,0.119385,-0.049316,1.005615
2,372.5566062927246,0.012451,-0.166992,1.191650
3,372.58859372138977,0.015869,0.068359,0.965820
4,372.5965793132782,-0.082275,0.010010,1.142334
5,372.5965793132782,0.001953,0.160889,1.004150
6,372.5965793132782,-0.082764,0.025879,1.093018
7,372.6046268939972,0.013916,0.057373,0.984375
8,372.6046268939972,-0.021240,-0.113281,1.152100
9,372.6046268939972,0.086426,-0.007324,1.012695
10,372.6046268939972,-0.059082,0.126709,1.109375
11,372.6046268939972,0.038818,-0.136719,1.107422
12,372.620689868927,-0.039795,0.199463,1.039795
13,372.620689868927,0.009033,0.016846,1.155518
14,372.62868547439575,0.031982,0.076416,0.954834
15,372.63667702674866,0.081055,-0.065186,1.166992
16,372.64467215538025,0.113281,0.050049,0.934814
17,372.64467215538025,0.025879,0.107910,1.129639
18,372.6526691913605,0.011230,-0.004639,0.914551
19,372.6526691913605,-0.082275,0.042969,1.211182
20,372.6606616973877,0.028076,-0.069824,0.944092
21,372.6767249107361,-0.044678,0.073486,1.188965
22,372.6767249107361,0.082275,0.040771,1.002197
23,372.6767249107361,-0.013428,0.086914,1.097412
24,372.69239020347595,0.064697,-0.073486,1.093262
25,372.7080578804016,0.018799,0.007812,1.043701
26,372.7091271877289,0.041748,-0.031738,1.059326
27,372.7091271877289,-0.036133,0.004150,1.019775
28,372.7091271877289,-0.040039,0.089111,1.131836
29,372.7091271877289,0.050293,-0.151123,1.044189
30,372.7091271877289,-0.023926,0.155762,1.052734
31,372.73786973953247,0.026611,-0.042480,1.051025
32,372.73786973953247,-0.051025,0.209473,1.061035
33,372.74586844444275,0.003418,-0.029053,1.012207
34,372.74586844444275,-0.060791,-0.046875,1.098877
35,372.7538628578186,-0.070312,0.058838,1.027832
36,372.7538628578186,-0.112061,-0.186279,1.187500
37,372.7618987560272,-0.015869,0.113037,0.965820
38,372.7698938846588,0.013184,0.013428,1.122070
39,372.7698938846588,-0.011963,0.006104,1.113037
40,372.77790093421936,-0.043945,0.055664,1.022949
41,372.77790093421936,0.015381,0.086426,0.966064
42,372.77790093421936,0.017334,-0.205322,1.056885
43,372.7935230731964,-0.071045,0.051270,1.016357
44,372.7935230731964,-0.050537,-0.072510,1.083252
45,372.8091444969177,-0.062256,0.039551,1.016846
46,372.8091444969177,0.086670,-0.013672,1.114502
47,372.8091444969177,0.040283,-0.040527,1.098145
48,372.82514929771423,0.012207,0.113525,1.005127
49,372.83314514160156,-0.043945,-0.121094,1.046631
50,372.8411421775818,-0.069824,0.014648,1.063477
51,372.8411421775818,0.041748,0.012207,1.056396
52,372.8491368293762,-0.060059,0.156494,1.093750
53,372.85712933540344,-0.045410,0.139160,0.943604
54,372.85712933540344,0.013184,0.040283,1.101562
55,372.86512303352356,0.047852,0.094482,1.038818
56,372.8731689453125,0.020996,-0.037109,1.039795
57,372.8731689453125,0.080566,-0.077393,1.085938
58,372.8888273239136,0.067383,0.006348,1.020264
59,372.8888273239136,0.042480,0.008545,1.153564
60,372.9044506549835,0.035645,0.092285,0.955566
61,372.9200322628021,0.022217,0.190430,1.106201
62,372.9204936027527,0.035645,-0.091064,1.002441
63,372.9204936027527,-0.111816,0.062500,1.115479
64,372.9285271167755,0.098389,-0.077148,0.924072
65,372.9530725479126,-0.070068,0.092285,1.153809
66,372.9530725479126,0.012939,-0.056885,0.992432
67,372.9610278606415,0.004395,-0.231445,1.299561
68,372.9610278606415,0.017822,0.217773,0.922607
69,372.9610278606415,0.014648,0.032715,1.054443
70,372.96902537345886,-0.037842,0.072998,1.006104
71,372.96902537345886,-0.025635,-0.111572,1.064453
72,372.96902537345886,0.036621,0.091064,1.008789
73,372.97707962989807,0.057373,-0.121094,1.132568
74,373.00836420059204,-0.004150,0.010986,1.034668
75,373.00836420059204,-0.049561,0.172363,1.046631
76,373.00836420059204,-0.005615,-0.119385,1.129639
77,373.03243112564087,0.040283,0.148438,0.957275
78,373.03243112564087,-0.029785,-0.057373,1.144531
79,373.03243112564087,0.055420,0.108887,0.910889
80,373.0404119491577,-0.000977,-0.103271,1.218262
81,373.0404119491577,0.022461,0.137695,0.915283
82,373.0484070777893,-0.007568,-0.148438,1.112305
83,373.0484070777893,0.117188,-0.058105,0.962158
84,373.0564033985138,-0.009033,0.087402,1.106201
85,373.0564033985138,0.041260,-0.113281,1.089844
86,373.06443786621094,0.009766,0.131592,1.009766
87,373.06443786621094,0.058105,-0.041016,1.038330
