,Timestamp,Eixo X,Eixo Y,Eixo Z
0,8.942831754684448,-0.177002,-0.152588,0.986816
1,8.98189926147461,0.221191,-0.238037,1.007568
2,8.997880458831787,-0.000488,-0.095215,1.169434
3,9.021856784820557,0.170410,0.000488,0.937988
4,9.037845611572266,-0.180908,0.121094,0.974121
5,9.045840978622437,-0.214355,0.197266,0.978271
6,9.053845405578613,0.211670,-0.161133,1.230225
7,9.053845405578613,0.166992,0.051270,0.588379
8,9.061831712722778,-0.079834,-0.123291,1.246826
9,9.061831712722778,-0.116943,0.003662,1.071533
10,9.069826602935791,0.239258,-0.348145,1.292969
11,9.069826602935791,-0.241699,-0.208740,0.893799
12,9.069826602935791,0.268799,0.158691,1.080322
13,9.07781982421875,0.311523,-0.291016,1.395752
14,9.07781982421875,-0.281006,0.109863,1.019043
15,9.07781982421875,0.188232,0.371826,0.871826
16,9.07781982421875,0.049316,0.119385,0.995850
17,9.085848569869995,0.092285,-0.187012,1.348877
18,9.085848569869995,-0.363525,-0.138672,1.190918
19,9.085848569869995,0.204102,0.152832,0.965088
20,9.093927145004272,0.145996,0.248779,0.986572
21,9.093927145004272,0.064697,-0.037598,1.115234
22,9.093927145004272,0.028809,0.214355,1.057861
23,9.093927145004272,-0.155762,0.295166,0.922607
24,9.093927145004272,-0.467773,0.389893,1.057617
25,9.093927145004272,0.105713,-0.077881,1.466553
26,9.109550714492798,0.061768,-0.151611,0.913818
27,9.109550714492798,-0.008789,0.589844,0.804688
28,9.109550714492798,-0.302734,-0.107422,1.035156
29,9.125791549682617,0.044189,0.037842,1.277100
30,9.125791549682617,0.232666,-0.106934,0.704346
31,9.125791549682617,-0.031738,0.042480,0.775391
32,9.140796661376953,0.263184,0.133057,1.432861
33,9.140796661376953,0.132080,0.255127,1.109131
34,9.157490253448486,0.097900,0.363525,0.991455
35,9.157490253448486,-0.055664,-0.073242,0.862549
36,9.165964365005493,0.087402,-0.020752,1.357178
37,9.165964365005493,0.222412,0.409912,0.983643
38,9.173480749130249,-0.044434,-0.236328,0.966797
